X,Y,OBJECTID,FULLNAME,NAME,ENTRANCENAME,ALIAS1,ALIAS2,JURISDICTION,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,RESTROOMS,Lat,Lon,Notes,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN,VEHICLEENTRANCE,GREENWAYENTRANCE,PEDESTRIANENTRANCE,PARKINGSTREET,PARKINGLOT
2059495.457540214061737,665948.603006303310394,261,Fuquay Mineral Spring Park - Pedestrian Entrance,Fuquay Mineral Spring Park,Pedestrian Entrance,,,Town of Fuquay-Varina,"105 West Spring Street, Fuquay-Varina, NC","105 West Spring Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fuquay-mineral-spring-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.580356,-78.800427,Picnic Tables (not sheltered),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2059233.976435884833336,665790.21454356610775,262,Fuquay Mineral Spring Park - Spring Ave Entrance,Fuquay Mineral Spring Park,Spring Ave Entrance,,,Town of Fuquay-Varina,"105 West Spring Street, Fuquay-Varina, NC","105 West Spring Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fuquay-mineral-spring-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.580356,-78.800427,Picnic Tables (not sheltered),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2059347.289857551455498,665699.98572139441967,263,Fuquay Mineral Spring Park - Sunset Dr Entrance,Fuquay Mineral Spring Park,Sunset Dr Entrance,,,Town of Fuquay-Varina,"105 West Spring Street, Fuquay-Varina, NC","105 West Spring Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fuquay-mineral-spring-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.580356,-78.800427,Picnic Tables (not sheltered),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2110766.23295122385025,709428.085272893309593,264,Garner Jaycee Park - Pedestrian Entrance,Garner Jaycee Park,Pedestrian Entrance,,,Town of Garner,"1300 Vandora Springs Road, Garner NC, 27529","1300 Vandora Springs Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=18,919-773-4445,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.699070,-78.628396,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2110298.971418559551239,710181.571298733353615,265,Garner Jaycee Park - Pedestrian Entrance,Garner Jaycee Park,Pedestrian Entrance,,,Town of Garner,"1300 Vandora Springs Road, Garner NC, 27529","1300 Vandora Springs Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=18,919-773-4445,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.699070,-78.628396,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2109725.382342636585236,709357.660544976592064,266,Garner Jaycee Park - Vandora Springs Rd Entrance,Garner Jaycee Park,Vandora Springs Rd Entrance,,,Town of Garner,"1300 Vandora Springs Road, Garner NC, 27529","1300 Vandora Springs Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=18,919-773-4445,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.699070,-78.628396,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2117635.428530380129814,713895.44510455429554,267,Garner Recreational Park - Creech Rd Entrance,Garner Recreational Park,Creech Rd Entrance,,,Town of Garner,"221 East Garner Road, Garner NC, 27529","221 East Garner Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=5,919-773-4443,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,35.709444,-78.602809,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2117892.440483555197716,712269.794156387448311,268,Garner Recreational Park - E Garner Rd Entrance,Garner Recreational Park,E Garner Rd Entrance,,,Town of Garner,"221 East Garner Road, Garner NC, 27529","221 East Garner Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=5,919-773-4443,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,35.709444,-78.602809,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2118048.695748463273048,712702.039026811718941,269,Garner Recreational Park - Pedestrian Entrance,Garner Recreational Park,Pedestrian Entrance,,,Town of Garner,"221 East Garner Road, Garner NC, 27529","221 East Garner Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=5,919-773-4443,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,35.709444,-78.602809,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2117790.500070631504059,712658.687407478690147,270,Garner Recreational Park - Pedestrian Entrance,Garner Recreational Park,Pedestrian Entrance,,,Town of Garner,"221 East Garner Road, Garner NC, 27529","221 East Garner Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=5,919-773-4443,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,35.709444,-78.602809,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2204279.921907722949982,757282.442647978663445,271,Gill Street Park - N Gill St Entrance,Gill Street Park,N Gill St Entrance,,,Town of Zebulon,"600 N Privette St, Zebulon, NC",,https://www.townofzebulon.org/services/parks-and-recreation/parks-facilities,919-823-0432,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes
2204036.422066643834114,757306.004280641674995,272,Gill Street Park - Pedestrian Entrance,Gill Street Park,Pedestrian Entrance,,,Town of Zebulon,"600 N Privette St, Zebulon, NC",,https://www.townofzebulon.org/services/parks-and-recreation/parks-facilities,919-823-0432,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,No,No,Yes,No,No
2204279.758194133639336,757086.768826723098755,273,Gill Street Park - Pedestrian Entrance,Gill Street Park,Pedestrian Entrance,,,Town of Zebulon,"600 N Privette St, Zebulon, NC",,https://www.townofzebulon.org/services/parks-and-recreation/parks-facilities,919-823-0432,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,No,No,Yes,No,No
2204030.809873133897781,757171.746018975973129,274,Gill Street Park - Pedestrian Entrance,Gill Street Park,Pedestrian Entrance,,,Town of Zebulon,"600 N Privette St, Zebulon, NC",,https://www.townofzebulon.org/services/parks-and-recreation/parks-facilities,919-823-0432,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,No,No,Yes,No,No
2093433.202000558376312,756799.847484558820724,275,Glen Eden Pilot Park - Eden Croft Dr Entrance,Glen Eden Pilot Park,Eden Croft Dr Entrance,,,City of Raleigh,"1500 Glen Eden Dr, Raleigh, NC","1500 Glen Eden Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GlenEdenPilotParkAndCenter.html,919-831-6833,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,35.828331,-78.683523,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2093352.759904220700264,756074.971637725830078,276,Glen Eden Pilot Park - Glen Eden Dr Entrance,Glen Eden Pilot Park,Glen Eden Dr Entrance,,,City of Raleigh,"1500 Glen Eden Dr, Raleigh, NC","1500 Glen Eden Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GlenEdenPilotParkAndCenter.html,919-831-6833,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,35.828331,-78.683523,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes
2094554.045559391379356,757230.554628387093544,277,Glen Eden Pilot Park - Greenway Entrance,Glen Eden Pilot Park,Greenway Entrance,,,City of Raleigh,"1500 Glen Eden Dr, Raleigh, NC","1500 Glen Eden Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GlenEdenPilotParkAndCenter.html,919-831-6833,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,35.828331,-78.683523,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2093560.250302881002426,755994.312350228428841,278,Glen Eden Pilot Park - Greenway Entrance,Glen Eden Pilot Park,Greenway Entrance,,,City of Raleigh,"1500 Glen Eden Dr, Raleigh, NC","1500 Glen Eden Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GlenEdenPilotParkAndCenter.html,919-831-6833,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,35.828331,-78.683523,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2094085.910668879747391,757494.139074981212616,279,Glen Eden Pilot Park - Marshall Park Ln Entrance,Glen Eden Pilot Park,Marshall Park Ln Entrance,,,City of Raleigh,"1500 Glen Eden Dr, Raleigh, NC","1500 Glen Eden Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GlenEdenPilotParkAndCenter.html,919-831-6833,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,35.828331,-78.683523,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2040470.166522637009621,755240.673765644431114,280,Good Hope Farm - Louis Stephens Dr Entrance,Good Hope Farm,Louis Stephens Dr Entrance,,,Town of Cary,"1580 Morrisville Carpenter Road, Cary, NC",,http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/community-gardens-urban-agriculture/good-hope-farm,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2040772.704959556460381,755030.166968807578087,281,Good Hope Farm - Morrisville Carpenter Rd Entrance,Good Hope Farm,Morrisville Carpenter Rd Entrance,,,Town of Cary,"1580 Morrisville Carpenter Road, Cary, NC",,http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/community-gardens-urban-agriculture/good-hope-farm,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2123259.267676383256912,784628.848584979772568,282,Green Hills County Park - Deponie Dr Entrance,Green Hills County Park,Deponie Dr Entrance,,,Wake County,"9300 Deponie Dr., Raleigh, NC  27614","9300 Deponie Dr., Raleigh, NC  27614",http://www.wakegov.com/parks/northwake/Pages/default.aspx,919-856-6670,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.904872,-78.584153,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes
2123145.854189306497574,786855.961256727576256,283,Green Hills County Park - Greenway Entrance,Green Hills County Park,Greenway Entrance,,,Wake County,"9300 Deponie Dr., Raleigh, NC  27614","9300 Deponie Dr., Raleigh, NC  27614",http://www.wakegov.com/parks/northwake/Pages/default.aspx,919-856-6670,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.904872,-78.584153,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No
2125407.073420137166977,786815.794998481869698,284,Green Hills County Park - Greenway Entrance,Green Hills County Park,Greenway Entrance,,,Wake County,"9300 Deponie Dr., Raleigh, NC  27614","9300 Deponie Dr., Raleigh, NC  27614",http://www.wakegov.com/parks/northwake/Pages/default.aspx,919-856-6670,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.904872,-78.584153,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No
2124659.477474391460419,784697.792344734072685,285,Green Hills County Park - Pedestrian Entrance,Green Hills County Park,Pedestrian Entrance,,,Wake County,"9300 Deponie Dr., Raleigh, NC  27614","9300 Deponie Dr., Raleigh, NC  27614",http://www.wakegov.com/parks/northwake/Pages/default.aspx,919-856-6670,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.904872,-78.584153,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
2041816.873474881052971,747498.987805470824242,286,Green Hope Elementary Park - Greenway Entrance,Green Hope Elementary Park,Greenway Entrance,,,Town of Cary,"2750 Louis Stephens Drive, Cary, NC","2750 Louis Stephens Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/green-hope-elementary-park,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,35.810583,-78.863140,Sand Volleyball Courts,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2041060.82118122279644,748186.32238881289959,287,Green Hope Elementary Park - Greenway Entrance,Green Hope Elementary Park,Greenway Entrance,,,Town of Cary,"2750 Louis Stephens Drive, Cary, NC","2750 Louis Stephens Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/green-hope-elementary-park,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,35.810583,-78.863140,Sand Volleyball Courts,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2041052.593179300427437,747744.44991298019886,288,Green Hope Elementary Park - Louis Stephens Dr Entrance,Green Hope Elementary Park,Louis Stephens Dr Entrance,,,Town of Cary,"2750 Louis Stephens Drive, Cary, NC","2750 Louis Stephens Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/green-hope-elementary-park,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,35.810583,-78.863140,Sand Volleyball Courts,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2038489.082230225205421,748309.795238971710205,289,Green Hope High School Fields - Carpenter Upchurch Rd Entrance,Green Hope High School Fields,Carpenter Upchurch Rd Entrance,,,Town of Cary,"2500 Carpenter Upchurch Road, Cary, NC","2500 Carpenter Upchurch Road, Cary, NC",http://games.townofcarync.gov/ballfields/displaystatus.php,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.804750,-78.866736,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2038735.432131215929985,747272.333075061440468,290,Green Hope High School Fields - Carpenter Upchurch Rd Entrance,Green Hope High School Fields,Carpenter Upchurch Rd Entrance,,,Town of Cary,"2500 Carpenter Upchurch Road, Cary, NC","2500 Carpenter Upchurch Road, Cary, NC",http://games.townofcarync.gov/ballfields/displaystatus.php,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.804750,-78.866736,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes
2038539.851485639810562,747837.362784892320633,291,Green Hope High School Fields - Carpenter Upchurch Rd Entrance,Green Hope High School Fields,Carpenter Upchurch Rd Entrance,,,Town of Cary,"2500 Carpenter Upchurch Road, Cary, NC","2500 Carpenter Upchurch Road, Cary, NC",http://games.townofcarync.gov/ballfields/displaystatus.php,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.804750,-78.866736,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2121293.63578088581562,761078.145686477422714,292,Green Road Park - Green Rd Entrance,Green Road Park,Green Rd Entrance,,,City of Raleigh,"4201 Green Rd, Raleigh, NC","4201 Green Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GreenRoadCommunityCenter.html,919-872-4140,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,35.840953,-78.591794,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,,,,Yes,No,Yes,No,Yes
2121148.561267882585526,760727.87801431119442,293,Green Road Park - Green Rd Entrance,Green Road Park,Green Rd Entrance,,,City of Raleigh,"4201 Green Rd, Raleigh, NC","4201 Green Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GreenRoadCommunityCenter.html,919-872-4140,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,35.840953,-78.591794,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,,,,Yes,No,Yes,No,Yes
2120373.836111307144165,761328.621563479304314,294,Green Road Park - Pedestrian Entrance,Green Road Park,Pedestrian Entrance,,,City of Raleigh,"4201 Green Rd, Raleigh, NC","4201 Green Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GreenRoadCommunityCenter.html,919-872-4140,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,35.840953,-78.591794,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,,,,No,No,Yes,No,No
2121485.663612052798271,761626.271886810660362,295,Green Road Park - Pedestrian Entrance,Green Road Park,Pedestrian Entrance,,,City of Raleigh,"4201 Green Rd, Raleigh, NC","4201 Green Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GreenRoadCommunityCenter.html,919-872-4140,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,35.840953,-78.591794,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,,,,No,No,Yes,No,No
2120276.41012504696846,760941.453374564647675,296,Green Road Park - Pedestrian Entrance,Green Road Park,Pedestrian Entrance,,,City of Raleigh,"4201 Green Rd, Raleigh, NC","4201 Green Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GreenRoadCommunityCenter.html,919-872-4140,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,35.840953,-78.591794,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,,,,No,No,Yes,No,No
2120154.203020393848419,761085.440619394183159,297,Green Road Park - Pedestrian Entrance,Green Road Park,Pedestrian Entrance,,,City of Raleigh,"4201 Green Rd, Raleigh, NC","4201 Green Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GreenRoadCommunityCenter.html,919-872-4140,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,35.840953,-78.591794,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,,,,No,No,Yes,No,No
2120660.228911221027374,761972.997571304440498,298,Green Road Park - Pedestrian Entrance,Green Road Park,Pedestrian Entrance,,,City of Raleigh,"4201 Green Rd, Raleigh, NC","4201 Green Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GreenRoadCommunityCenter.html,919-872-4140,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,35.840953,-78.591794,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,,,,No,No,Yes,No,No
2121341.8430335521698,761202.469912886619568,299,Green Road Park - Pedestrian Entrance,Green Road Park,Pedestrian Entrance,,,City of Raleigh,"4201 Green Rd, Raleigh, NC","4201 Green Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GreenRoadCommunityCenter.html,919-872-4140,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,35.840953,-78.591794,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,,,,No,No,Yes,No,No
2121017.007725223898888,760463.374278232455254,300,Green Road Park - Pedestrian Entrance,Green Road Park,Pedestrian Entrance,,,City of Raleigh,"4201 Green Rd, Raleigh, NC","4201 Green Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GreenRoadCommunityCenter.html,919-872-4140,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,35.840953,-78.591794,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,,,,No,No,Yes,No,No
2104496.000084891915321,716740.812445312738419,301,Greenbrier Park - Pedestrian Entrance,Greenbrier Park,Pedestrian Entrance,,,Town of Garner,"613 Winterlochen Road, Garner NC, 27529","613 Winterlochen Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=17,919-773-4444,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,35.714639,-78.643521,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2104169.505659133195877,716830.006492644548416,302,Greenbrier Park - Winterlochen Rd Entrance,Greenbrier Park,Winterlochen Rd Entrance,,,Town of Garner,"613 Winterlochen Road, Garner NC, 27529","613 Winterlochen Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=17,919-773-4444,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,35.714639,-78.643521,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2100870.000119060277939,777781.437411054968834,303,Greystone Recreation Center - Lead Mine Rd Entrance,Greystone Recreation Center,Lead Mine Rd Entrance,,,City of Raleigh,"7713-55 Leadmine Rd, Raleigh, NC","7713 Leadmine Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GreystoneRecreationCenter.html,919-996-4848,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,35.886819,-78.660220,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2146089.306005716323853,810446.514797315001488,304,H.L. Miller Park - Greenway Entrance,H.L. Miller Park,Greenway Entrance,,,Town of Wake Forest,"401 Elm Ave, Wake Forest, NC","401 Elm Ave, Wake Forest, NC",http://www.wakeforestnc.gov/miller-park.aspx,919-435-9560,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,35.975120,-78.507856,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2145930.804354220628738,810213.945380553603172,305,H.L. Miller Park - Greenway Entrance,H.L. Miller Park,Greenway Entrance,,,Town of Wake Forest,"401 Elm Ave, Wake Forest, NC","401 Elm Ave, Wake Forest, NC",http://www.wakeforestnc.gov/miller-park.aspx,919-435-9560,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,35.975120,-78.507856,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2145577.863459050655365,810319.517347887158394,306,H.L. Miller Park - S Taylor St Entrance,H.L. Miller Park,S Taylor St Entrance,,,Town of Wake Forest,"401 Elm Ave, Wake Forest, NC","401 Elm Ave, Wake Forest, NC",http://www.wakeforestnc.gov/miller-park.aspx,919-435-9560,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,35.975120,-78.507856,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2145658.733704134821892,810586.973177805542946,307,H.L. Miller Park - S Taylor St Entrance,H.L. Miller Park,S Taylor St Entrance,,,Town of Wake Forest,"401 Elm Ave, Wake Forest, NC","401 Elm Ave, Wake Forest, NC",http://www.wakeforestnc.gov/miller-park.aspx,919-435-9560,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,35.975120,-78.507856,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes
2107248.393202140927315,743868.641391649842262,308,Halifax Park - Halifax St Entrance,Halifax Park,Halifax St Entrance,,,City of Raleigh,"1015 Halifax St, Raleigh, NC","1015 Halifax St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/HalifaxCommunityCenter.html,919-831-6378,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,35.793224,-78.638720,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2107263.906622558832169,744069.253523230552673,309,Halifax Park - Halifax St Entrance,Halifax Park,Halifax St Entrance,,,City of Raleigh,"1015 Halifax St, Raleigh, NC","1015 Halifax St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/HalifaxCommunityCenter.html,919-831-6378,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,35.793224,-78.638720,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
