X,Y,OBJECTID,NAME,ALIAS1,ALIAS2,JURISDICTION,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,RESTROOMS,Lat,Lon,Notes,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN,FORLOCATOR
2111440.403518885374069,737259.067012399435043,153,Davie Street Park,,,City of Raleigh,"908 East Davie St, Raleigh, NC","908 East Davie St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/DavieStreetPark.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,35.774964,-78.624328,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2045730.254099547863007,736568.231451809406281,154,Davis Drive Park,,,Town of Cary,"1610 Davis Drive, Cary, NC","1610 Davis Drive, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Davis_Drive_Park.htm,,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,35.772788,-78.844874,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2044947.500087633728981,737684.124889314174652,159,Davis Drive School Fields,,,Town of Cary,"2101 Davis Drive, Cary, NC","2101 Davis Drive, Cary, NC",http://games.townofcarync.gov/ballfields/displaystatus.php,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,35.778698,-78.851224,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2103178.829162806272507,769243.098516643047333,161,Dixon Drive Park,,,City of Raleigh,"6100 Dixon Dr, Raleigh, NC","6100 Dixon Dr, Raleigh, NC",https://www.raleighnc.gov/parks/content/ParksRec/Articles/Parks/DixonDrive.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,35.863183,-78.651436,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2099360.510355889797211,735504.264747723937035,164,Dorothea Dix Park - Blair Dr Entrance,,,City of Raleigh,"900 S Boylan Ave, Raleigh, NC","900 S Boylan Ave, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,35.773941,-78.660449,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2101378.414784640073776,732829.700543060898781,167,Dorothea Dix Park - Lake Wheeler Rd Entrance,,,City of Raleigh,"900 S Boylan Ave, Raleigh, NC","900 S Boylan Ave, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,35.773941,-78.660449,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2101801.551077470183372,737010.081289887428284,169,Dorothea Dix Park - Western Blvd Entrance,,,City of Raleigh,"900 S Boylan Ave, Raleigh, NC","900 S Boylan Ave, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,35.773941,-78.660449,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2061681.891815632581711,738031.589745566248894,172,Dorothy Park,,,Town of Cary,"720 Griffis Street, Cary, NC","720 Griffis Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Dorothy_Park.htm,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.777498,-78.790511,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2064917.686853215098381,740201.0555509775877,176,Downtown Park,,,Town of Cary,"319 S. Academy Street, Cary, NC","319 S. Academy Street, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/downtown-park,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2113160.858739390969276,734753.685212150216103,177,"Dr. Martin Luther King, Jr. Memorial Gardens",,,City of Raleigh,"900 Rock Quarry Rd, Raleigh, NC","900 Rock Quarry Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MLKGardens.html,919-996-4115,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.768297,-78.617504,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2124639.388275727629662,781333.378141805529594,181,Durant Nature Preserve,,,City of Raleigh,"8305 Camp Durant Rd, Raleigh, NC","8305 Camp Durant Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/DurantNaturePark.html,919-870-2871,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,35.894706,-78.578744,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes
2143554.995129466056824,818614.298330470919609,190,E. Carroll Joyner Park,,,Town of Wake Forest,"701 Harris Rd, Wake Forest, NC","701 Harris Rd, Wake Forest, NC",http://www.wakeforestnc.gov/joyner-park.aspx,919-435-9560,No,No,No,No,No,No,No,Yes Bank fishing only,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,35.998519,-78.514870,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2111203.750120803713799,760350.687823817133904,197,Eastgate Park,,,City of Raleigh,"4200 Quail Hollow Dr, Raleigh, NC","4200 Quail Hollow Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/EastgateParkAndCenter.html,919-872-4156,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,35.839517,-78.623110,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2102291.722669303417206,741712.391767144203186,198,Edna Metz Wells Park,,,City of Raleigh,"1600 Park Dr, Raleigh, NC","1600 Park Dr, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.788077,-78.655225,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2050849.02470189332962,729618.349682316184044,200,Elevate Fitness Course,,,Town of Apex,2200 Laura Duncan Road,,http://www.apexnc.org/1187/Elevate-Fitness-Course,919-249-2304,,,,,,,,,,Yes,,,,,,,,,,,Yes,35.753613,-78.823003,,No,,,,,,,,,,,,,,,No,No,,,,Yes
2105622.701571643352509,731656.39055372774601,201,Eliza Pool Park,,,City of Raleigh,"1600 Fayetteville St, Raleigh, NC","1600 Fayetteville St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundElizaPool.html,919-831-6640,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,35.759211,-78.642966,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes
2061533.923935726284981,668193.449238389730453,206,Falcon Park,,,Town of Fuquay-Varina,"611 E. Academy Street, Fuquay-Varina, NC","611 E. Academy Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/falcon-park.html,919-552-1430,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.584302,-78.791004,Rental Building with Roof,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2107033.249931633472443,751054.250051900744438,210,Fallon Park,,,City of Raleigh,"2601 Oxford Rd, Raleigh, NC","2601 Oxford Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/FallonPark.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,35.815724,-78.636626,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2108677.454976558685303,816925.284976229071617,219,Falls Lake State Recreation Area - B.W. Wells Rec Area Entrance,,,State of North Carolina,"1630 Bent Rd, Wake Forest","1630 Bent Rd, Wake Forest",https://www.ncparks.gov/falls-lake-state-recreation-area,919-676-1027,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,No,,,Yes,,,,,,,,,,,,,No,,,,Yes
2089270.796611472964287,834450.075713977217674,220,Falls Lake State Recreation Area - Beaverdam Lake Entrance,,,State of North Carolina,"14600 Creedmoor Rd, Wake Forest","14600 Creedmoor Rd, Wake Forest",https://www.ncparks.gov/falls-lake-state-recreation-area,919-676-1027,,,,Yes,,,,Yes,,,,,Yes,Yes,,,,,,Yes,Yes,,,,No,,,,,,,,,,,,,,,,Yes,,,,Yes
2101311.82633513212204,822721.501730233430862,221,Falls Lake State Recreation Area - Holly Point Entrance,,,State of North Carolina,14424 New Light Rd. Wake Forest,14424 New Light Rd. Wake Forest,https://www.ncparks.gov/falls-lake-state-recreation-area,919-676-1027,,,,Yes,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,No,,,Yes,,,,,,,,,,,,,No,,,,Yes
2092027.65264630317688,823299.575705304741859,222,Falls Lake State Recreation Area - Park Office Entrance,,,State of North Carolina,"13900 Creedmoor Road, Wake Forest","13900 Creedmoor Road, Wake Forest",https://www.ncparks.gov/falls-lake-state-recreation-area,(919) 676-1027,,,,Yes,,,,,,,,,Yes,,,,,,,Yes,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2089105.586968138813972,834469.178694143891335,223,Falls Lake State Recreation Area - Sandling Beach Rec Area Entrance,,,State of North Carolina,"14813 Creedmoor Rd, Wake Forest","14813 Creedmoor Rd, Wake Forest",https://www.ncparks.gov/falls-lake-state-recreation-area,(919) 676-1027,,,,,,,,,,,,,Yes,Yes,,,,,,Yes,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2100752.822531893849373,816817.574233651161194,224,Falls Lake State Recreation Area - Shinleaf Rec Area Entrance,,,State of North Carolina,"13708 New Light Road, Wake Forest","13708 New Light Road, Wake Forest",https://www.ncparks.gov/falls-lake-state-recreation-area,(919) 676-1027,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,,,,No,,,Yes,,,,,,,,,,,,,No,,,,Yes
2114260.499584719538689,740347.749811396002769,225,Fisher Street Park,,,City of Raleigh,"324 N Fisher St, Raleigh, NC","324 N Fisher St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/FisherStreetPark.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.783573,-78.614534,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2108010.813593298196793,749535.476842731237411,228,Five Points Center for Active Adults,,,City of Raleigh,"2000 Noble Rd, Raleigh, NC","2000 Noble Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/AdultFivePointsCenter.html,919-996-4730,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.808385,-78.635620,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,Yes
2054484.94853238761425,665944.692909151315689,229,Fleming Loop Recreation Park,,,Town of Fuquay-Varina,"301 Fleming Loop Road, Fuquay-Varina, NC","301 Fleming Loop Road, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fleming-loop-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,35.580688,-78.816976,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2124565.425497129559517,806826.796314984560013,232,Forest Ridge Park,,,City of Raleigh,"2100 Old NC Hwy 98, Wake Forest, NC","2100 Old NC Hwy 98, Wake Forest, NC",https://www.raleighnc.gov/parks/content/ParksRec/Articles/Parks/ForestRidge.html,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2131708.455174297094345,772352.538820058107376,233,Fox Road Elementary School Park,,,City of Raleigh,"7101 Fox Rd, Raleigh, NC","7101 Fox Rd, Raleigh, NC",http://www.wcpss.net/foxroades,(919) 850-8845,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2103268.254508882761002,743792.373827651143074,241,Fred Fletcher Park,Borden Building,,City of Raleigh,"805 Washington St, Raleigh, NC","805 Washington St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/FletcherPark.html,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,35.792833,-78.649620,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2052932.561545297503471,740885.078789234161377,247,Fred G. Bond Metro Park,,,Town of Cary,"801 High House Road, Cary, NC","801 High House Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Fred_G__Bond_Metro_Park.htm,,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,35.790665,-78.833094,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2058158.949058383703232,666992.597637474536896,252,Fuquay-Varina Downtown Dog Park,,,Town of Fuquay-Varina,"110 Woodland Drive, Fuquay-Varina, NC","110 Woodland Drive, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/dog-park.html,919-552-1430,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.583051,-78.804481,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2072400.495050296187401,674880.350890815258026,253,Fuquay-Varina Elementary School Park,,,Town of Fuquay-Varina,"6600 Johnson Pond Rd, Fuquay-Varina, NC","6600 Johnson Pond Rd, Fuquay-Varina, NC",http://www.wcpss.net/fuquayvarinaes,(919) 557-2566,,,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2060680.985680967569351,672176.347440555691719,254,Fuquay-Varina High School Tennis Courts,,,Town of Fuquay-Varina,"201 Bengal Blvd., Fuquay-Varina, NC","201 Bengal Blvd., Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fvhs-tennis-courts.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,35.599922,-78.792503,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2060004.793463796377182,667373.48696756362915,259,Fuquay-Varina Museums at Ashworth Park,,,Town of Fuquay-Varina,"131 South Fuquay Avenue, Fuquay-Varina, NC","131 South Fuquay Avenue, Fuquay-Varina, NC",http://www.fuquay-varina.org/Facilities/Facility/Details/FuquayVarina-Museums-at-Ashworth-Park-14,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,,,Fuquay-Varina Town Museum adjacent to park,No,,,,,,,,,,,,,,,,No,,,,Yes
2059347.289857551455498,665699.98572139441967,263,Fuquay Mineral Spring Park,,,Town of Fuquay-Varina,"105 West Spring Street, Fuquay-Varina, NC","105 West Spring Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/fuquay-mineral-spring-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.580356,-78.800427,Picnic Tables (not sheltered),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2109725.382342636585236,709357.660544976592064,266,Garner Jaycee Park,,,Town of Garner,"1300 Vandora Springs Road, Garner NC, 27529","1300 Vandora Springs Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=18,919-773-4445,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.699070,-78.628396,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2117892.440483555197716,712269.794156387448311,268,Garner Recreational Park,,,Town of Garner,"221 East Garner Road, Garner NC, 27529","221 East Garner Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=5,919-773-4443,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,35.709444,-78.602809,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2204279.921907722949982,757282.442647978663445,271,Gill Street Park,,,Town of Zebulon,"600 N Privette St, Zebulon, NC",,https://www.townofzebulon.org/services/parks-and-recreation/parks-facilities,919-823-0432,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2093352.759904220700264,756074.971637725830078,276,Glen Eden Pilot Park,,,City of Raleigh,"1500 Glen Eden Dr, Raleigh, NC","1500 Glen Eden Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GlenEdenPilotParkAndCenter.html,919-831-6833,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,35.828331,-78.683523,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2040772.704959556460381,755030.166968807578087,281,Good Hope Farm,,,Town of Cary,"1580 Morrisville Carpenter Road, Cary, NC",,http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/community-gardens-urban-agriculture/good-hope-farm,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2123259.267676383256912,784628.848584979772568,282,Green Hills County Park,,,Wake County,"9300 Deponie Dr., Raleigh, NC  27614","9300 Deponie Dr., Raleigh, NC  27614",http://www.wakegov.com/parks/northwake/Pages/default.aspx,919-856-6670,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.904872,-78.584153,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
2041052.593179300427437,747744.44991298019886,288,Green Hope Elementary Park,,,Town of Cary,"2750 Louis Stephens Drive, Cary, NC","2750 Louis Stephens Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/green-hope-elementary-park,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,35.810583,-78.863140,Sand Volleyball Courts,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes
2038539.851485639810562,747837.362784892320633,291,Green Hope High School Fields,,,Town of Cary,"2500 Carpenter Upchurch Road, Cary, NC","2500 Carpenter Upchurch Road, Cary, NC",http://games.townofcarync.gov/ballfields/displaystatus.php,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.804750,-78.866736,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2121293.63578088581562,761078.145686477422714,292,Green Road Park,,,City of Raleigh,"4201 Green Rd, Raleigh, NC","4201 Green Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GreenRoadCommunityCenter.html,919-872-4140,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,35.840953,-78.591794,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,,,,Yes
2104169.505659133195877,716830.006492644548416,302,Greenbrier Park,,,Town of Garner,"613 Winterlochen Road, Garner NC, 27529","613 Winterlochen Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=17,919-773-4444,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,35.714639,-78.643521,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2100870.000119060277939,777781.437411054968834,303,Greystone Recreation Center,,,City of Raleigh,"7713-55 Leadmine Rd, Raleigh, NC","7713 Leadmine Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/GreystoneRecreationCenter.html,919-996-4848,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,35.886819,-78.660220,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2145658.733704134821892,810586.973177805542946,307,H.L. Miller Park,,,Town of Wake Forest,"401 Elm Ave, Wake Forest, NC","401 Elm Ave, Wake Forest, NC",http://www.wakeforestnc.gov/miller-park.aspx,919-435-9560,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,35.975120,-78.507856,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2107248.393202140927315,743868.641391649842262,308,Halifax Park,,,City of Raleigh,"1015 Halifax St, Raleigh, NC","1015 Halifax St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/HalifaxCommunityCenter.html,919-831-6378,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,35.793224,-78.638720,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2044417.903049722313881,721613.777764976024628,312,Halle Cultural Arts Center,,,Town of Apex,237 N Salem Street,,http://www.apexnc.org/454/Halle-Cultural-Arts-Center,919-249-1120,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,35.732647,-78.850331,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2064930.635974302887917,720438.133462727069855,315,Harold D. Ritter Park,,,Town of Cary,"301 Lochmere Drive West, Cary, NC","301 Lochmere Drive West, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Harold_D__Ritter_Park.htm,,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,35.729255,-78.781262,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2153359.343302890658379,742936.903753817081451,316,Harper Park,,,Town of Knightdale,"207 Main St, Knightdale, NC","207 Main St, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=351,919-217-2230,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2024492.37958063185215,684314.595801815390587,319,Harris Lake County Park,,,Wake County,"2112 County Park Dr., New Hill, NC  27562","2112 County Park Dr., New Hill, NC  27562",http://www.wakegov.com/parks/harrislake/Pages/default.aspx,919-387-4342,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.631378,-78.921194,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes
2062991.125089555978775,739879.250092223286629,320,Heater Park,,,Town of Cary,"400 S West Street, Cary, NC","400 S West Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Heater_Park.htm,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,35.782560,-78.786823,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2064360.846431463956833,718168.298107400536537,322,Hemlock Bluffs Nature Preserve,,,Town of Cary,"2616 Kildaire Farm Road, Cary, NC","2616 Kildaire Farm Road, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Stevens_Nature_Center_At_Hemlock_Bluffs_Nature_Preserve.htm,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,35.723512,-78.782955,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2059042.276688054203987,681333.329454645514488,323,Herbert Akins Fields,,,Town of Fuquay-Varina,"2255 Herbert Akins Road, Fuquay-Varina, NC","2255 Herbert Akins Road, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/herbert-akins-fields.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,35.620535,-78.803430,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2065153.242812559008598,742568.636445730924606,324,Herbert C. Young Community Center,,,Town of Cary,"316 North Academy Street, Cary, NC","316 North Academy Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Facilities/Community_Centers/Herbert_C__Young_Community_Center.htm,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,35.789595,-78.780620,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2145726.440917804837227,797164.212293729186058,327,Heritage High Park,,,Town of Wake Forest,"1140 Forestville Rd, Wake Forest, NC","1140 Forestville Rd, Wake Forest, NC",http://www.wakeforestnc.gov/heritage-high-park.aspx,919-435-9560,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,35.937762,-78.507347,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2105997.41309255361557,725985.703076228499413,332,Hertford Village Park,,,City of Raleigh,"205 Blanchard St, Raleigh, NC","205 Blanchard St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/HertfordVillagePark.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.744251,-78.643005,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2122069.679176300764084,750899.728379309177399,333,Hill Street Park,,,City of Raleigh,"2307 Hill St, Raleigh, NC","2307 Hill St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.812907,-78.590708,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
